id,firstname,lastname,age,gpa
b2e29fe1-654c-452a-81d4-ea471c59b15c,Shamus,Tritten,49,3.95
3a0ed707-2cac-4b2b-b218-d94164d5095d,Ezmeralda,Dymidowicz,30,3.93
0a632f4a-d09c-4baa-899a-b2319272bec0,Keane,Conkay,36,2.05
d4ceb036-c252-4420-aaca-6ee409aa8f01,Florian,Harold,31,3.41
587b05c5-b505-4d62-9e36-533ba32e42a6,Gray,Burge,43,2.38
13738498-1790-4eb7-88cb-8497659bee9d,Wayne,Queyos,23,3.59
0391784d-d2a8-4b8a-9346-99d14d0703b8,Thelma,Give,48,2.95
446105de-5517-4aa7-9f22-fa2181c093e2,Jacquelyn,Imesen,36,2.58
af93524f-30a9-4e7d-a34f-45cbc34bbcb6,Calhoun,Gavahan,39,3.85
8a83ebd7-0b30-4de5-ad07-c20b662e6d28,Ruperto,LLelweln,25,3.68
9f668f60-7bc6-4fc5-b478-cca25d0f388d,Luise,Cantero,49,3.2
0138959b-7359-49e8-a773-8b9a172dec01,Kiele,Florey,53,2.41
de5386e4-2d7f-40a5-9116-c17cfc09bc42,Alonso,Vader,34,2.54
ad07756c-4737-477a-81e6-0c609a9e0684,Engracia,Firth,29,3.68
71c69183-1b38-42ae-b014-a9f9ccf59d1e,Bartram,Corinton,35,2.48
69af1143-ba08-4396-ad04-8532231874b3,Rebbecca,Kerwin,23,3.78
37338330-a24e-439e-a1e8-8c978a858373,Amber,Harbach,44,3.58
d5b7047b-66b8-46e7-a600-a96488341b3b,Luce,Mundow,42,3.97
9f45afac-5bbc-4904-8d8a-c21ee6926f26,Eilis,Copeman,38,3.56
5f33802d-f5aa-45c4-bd13-30082ff574a0,Gardy,Easlea,57,2.08
1062b170-6efc-4ef7-8545-6d1f92dea0a7,Leeland,Spinney,46,3.76
87dc4f6b-b434-434b-9b6d-c408b736645b,Alie,Trenbay,43,2.47
2f6b79a2-f570-4ff1-a670-7ac4de91e2ea,Essy,Allkins,34,3.08
4b2d3207-78a0-4e8d-a0a6-bd14182adca4,Deck,Friberg,47,3.79
7c43fd0f-1534-4661-948e-3626759fc998,Evangelin,Romer,43,2.82
1296aeda-ccc9-4510-a830-3e3a3e3cd621,Tiebout,Ainge,34,3.64
677ee038-86d8-4c7d-8380-08541a1c3fc3,Jard,Shaefer,53,3
6b681744-0d93-4d84-9711-9f83ca6172a2,Hertha,Pinniger,56,3.61
eb2c6b3b-32e0-4a7e-8494-c0aead8b57d9,Di,Mateiko,24,2.88
a2237560-d4e1-4622-9d14-8713f8d8f518,Craggy,Ferrarello,27,3.29
d30eed8b-cdf4-48a7-9170-38357caba916,Christie,Relph,46,2.35
fe00e3f1-2d88-476e-a2eb-2568f59b3c29,Lucian,Leamon,51,3.15
f9b5e32e-6548-4c92-b29f-2b9b3fd67930,Rosalia,Muttock,41,2.24
7e6f762b-cceb-4e29-89ab-dd46f5b6ea68,Lazaro,Massingberd,27,2.21
087fef7c-765a-413d-8d97-3eeddaf34ed6,Roxane,Chastenet,18,3.95
85dfdf54-4666-4330-9624-5893cae455b1,Cornelius,Bussetti,28,2.68
604ed118-3f33-4551-bc40-649ad5f976a0,Rodi,Semiraz,21,3.81
6543ea28-2b27-40cd-bc89-bfffe8bbd385,Nels,Verrell,19,3.72
83817a8b-5466-44e6-8853-6addccb25da7,Halsy,Buckler,26,2.64
ebe510f2-10f8-4cd0-a515-02ded04f920b,Kizzee,Mulvin,46,2.12
a98e53c6-0cae-4e5a-a3f7-0f2233ca5744,Selina,Peevor,18,3.82
d5ca4d6d-0df0-4165-9c9c-ace3be89ff50,Ana,Wink,41,2.51
93a4df70-7ab0-4a28-a252-1448af091c1a,Mireielle,McEntegart,36,3.78
aa0a87f2-17cb-42db-a53c-54ca1c545b25,Tansy,Buddleigh,43,3.71
112392ef-f8e2-45c7-843a-1fd8b11fb7af,Laryssa,Pickburn,38,3.99
d8e506bc-c7e7-4747-b87e-8894f9edac7f,Cordi,Chuck,25,3.45
781e88f2-1e03-4b62-bdc5-3c0d2cd55d02,Gayla,Pargiter,27,3.89
11d40791-c208-477c-b710-19db594a99bc,Danell,Kenwell,60,3.7
3e990589-b38b-4d80-898e-2b55a3b5588b,Cello,Gollop,53,2.46
480b6649-1dee-429a-a39e-99d7f205bbbd,Viva,Lambis,50,3.32
18ea3cc7-f0e0-4f35-8d78-9af55361a988,Sherm,Watkin,51,3.21
bd4cfcdc-47b8-47fc-a16d-64e2f34bddbb,Sonny,Byre,41,3.5
495ad1e1-aa53-4dda-a3b0-fa476c48225c,Lonni,Van der Hoeven,48,3.59
0b89ddae-9354-475c-9a81-f1131faa44c4,Catherina,Ounsworth,40,2.59
25d99a6f-dfbd-4a5a-af9f-23431e0dca24,Ilka,Powis,32,2.48
4dba5d69-cc05-432a-b976-097ae1e2130d,Geraldine,Antonsen,33,2.88
7b275f6d-4334-4a5f-b99e-451c31f341c2,Zea,Picker,58,2.56
471802e1-d98e-41f3-b44a-2e78d7870001,Ede,Cossar,27,2.54
af75cbe0-0ace-42d7-96b7-bc97670e339b,Leora,Tingle,29,2.77
d851dd62-ba4d-4213-9fac-1df4f9f27bbc,Gertruda,Sorrel,26,2.09
9de31e38-b511-4fb3-8aa6-8fa330faa054,Sheba,Vaughten,45,2.56
9097d90c-3f28-4555-a505-cb1a0f2b91ef,Barron,Kirsch,21,2.32
33dad798-90ac-4741-826b-1b294752bde7,Daniela,Bridal,25,2.82
6ab97f95-7d26-48d5-a274-2ef38ffcbecf,Regen,Gramer,21,3.05
0004d529-f5d4-4be6-98d9-110002434398,Benedikt,Omar,45,2.98
3770ab6d-fae9-48af-a989-13678a2517c4,Bonnee,De La Coste,53,2.76
1341e6d7-7b7f-46c2-8a67-129b88547e26,Mackenzie,Giraldo,37,3.32
fd3cf701-7eca-4c68-b3ac-778304ec3901,Roby,Tesseyman,59,3.41
2874c289-8d2a-4381-9314-449819eb5b3f,Bea,Beckitt,23,2.62
3a337427-e373-4043-8242-df732b1d72b2,Olenka,Sinisbury,19,2.63
8961110a-3db5-4a5b-89bc-73ce8f99f962,Maxie,Wotton,30,3.92
22e36f07-7d9d-45b3-82e2-88eaa1f24861,Mischa,Swinnard,26,3.25
d4e3e5bc-d85a-4d72-a6e9-7e5351470857,Rudy,Louw,48,3.83
c54674f0-35ab-48fd-a0d1-62dc6438644a,Jonathan,Duckerin,39,2.19
1ff823f5-1154-4068-ae5c-f5d4738012ba,Brandy,Jurasz,48,2.71
bb129f43-c524-4ea2-af53-013567ba6c87,Cy,Thurling,22,3.85
0b91915c-7f3c-4dcb-aac4-78ca1c23e1fa,Fenelia,Rustman,53,2.47
93279af6-131b-4d17-9f62-148d4e321d71,Eyde,Lerer,19,2.8
03811f1f-53b5-4e06-abeb-3dc86aecaf51,Tildi,Van Arsdall,56,2.58
f3d63fc7-1814-40a7-baf1-3ae5bfe1d02e,Emelia,Hackly,43,3.13
43d43bff-da4a-4976-8193-6650617ab75a,Romeo,Vuitte,30,2.54
bd52f26f-ea88-4055-a884-975c30ec6f68,Andriana,Berrie,25,2.44
c762618a-cd8f-4117-9eaa-ea6ef847e3ac,Marion,Izzatt,36,2.31
0e20d01f-7240-4cd3-af09-9982919ea599,Cathleen,Strangwood,19,2.06
72ad1bb8-9744-4659-80b0-fe3c070ffa66,Atlante,Stutte,44,3.36
ffa3c92e-a7ee-4e47-962c-35b5f0eaca92,Muffin,Farloe,23,3.61
b57c8314-bb7d-4e0e-b44d-1d39b3630301,Sanson,Pattington,45,2.76
ae295c8c-44e1-4dd3-9e56-25730e88e8c8,Carmelia,Bartoletti,22,2.44
f5664abe-8fa0-46b2-8915-c38f8596ecdb,Gustie,Szimon,55,2.83
19a9f1b3-0921-4e52-804d-bf94c1e9e7fa,Corena,Footer,48,3.02
f041843c-df1f-447d-a6d3-ce79438a14e0,Bailie,Weight,39,2.41
263619ba-b397-4b06-b92f-25291fe772d4,Allie,Bartalini,39,3.08
71558bf7-5103-4259-b64b-d84c6cb9be42,Jacquie,Doche,41,3.61
c3626d36-be3b-4759-814c-cdada60dc7a3,Jean,Sousa,42,2.68
4efb5c20-4390-4c29-bd55-4decb70dac4f,Charmian,Andrioletti,34,3.26
63a0af5a-6c26-4a95-9042-ebcfb527d209,Martina,Le Fevre,32,2.92
33bb4fab-322a-48a8-a9ce-cc4e32f84eac,Madlin,Vance,51,3.35
0375f688-45bf-4740-9765-e5ff0b46e788,Claude,Langcaster,53,3.09
28086bcd-d0a4-4e94-879c-3b74569a23cb,Janean,Brennan,23,3.98
f1381ec0-7549-4bfd-9bdb-d4802b9a660a,Raffarty,Pyffe,27,2.46
bb8da9b7-bee2-49d5-9359-65538a5a89d2,Almeria,Mapham,52,2.21
2f288d71-d3cc-4f78-9a43-c5663b66723a,Lucita,Pamment,25,3.38
11de1dc2-0a9c-49b3-89d2-254e2c4f84d0,Gothart,McLane,31,2.6
4a903f7b-efc3-4f9e-9e2a-2e39db5039c2,Noak,Cubbini,36,2.68
a588fb5e-8b70-4327-aea3-63a71e5b9a43,Jorrie,Greensite,41,3.18
cf95b189-99f0-45f9-be6c-b7939b86f3f6,Rudy,Tuke,55,2.33
91f48f2c-9f20-4a76-a51e-5e52f87fd0e0,Damien,Degli Abbati,25,3.55
03e558b3-dd53-4e79-8d37-868bc3c69a6a,Thaxter,Van der Velde,52,2.84
91093664-85f6-44aa-a2e7-ff7bfe3387f4,Van,Gillyatt,41,2.8
8e64e098-4b2b-4fd6-ba68-22ba86e0eb50,Dorothea,Heeron,40,3.37
82481b66-455f-4c80-89a7-9f5ebb38cbe8,Millicent,Griffiths,24,2.92
11dbe61e-4b91-4d92-9984-5bde608838a3,Roddie,Kunkler,21,2.09
77a18e2e-07b0-4d85-9cc4-79adbd69631a,Gannie,Hedgeman,31,2.51
d77405fc-a8e0-4ea0-8671-9498a5ea1a26,Briano,Rape,57,2.08
2e3e470a-e903-4a1f-8918-fb6c95aa1cd8,Luz,Murty,50,2.64
ca036757-6c0d-40f8-8d00-0c4a6f23e05a,Rani,Arnal,27,2.72
210fd279-4804-4280-ad29-86409854d3d4,Leisha,Adney,58,2.98
81d6eb2f-e0f4-4119-97de-dddcd812b6ac,Alick,Sussems,43,3.22
b5c85844-1e04-43a4-b373-0ddce15620ca,Karine,Oats,29,3.32
a2c7d2fa-7435-4d3e-aa25-f3a1bb0b193a,Orran,Janovsky,44,3.51
e6e1d0dd-4fbc-462e-aab5-59f44809196d,Eula,Pohlak,52,2.31
1c104f05-8fca-4281-8f97-010be019d6b4,Claribel,Alvy,39,2.66
16ea3554-c3ae-429b-a268-78741c297f0f,Filippa,Bowkley,59,3.27
1ec4a4e0-97d5-47ef-aafd-b70098f906df,Lorne,Hunnawill,22,2.14
28eaa9f8-8485-47c6-9532-99d8853f4ab2,Glynis,Gerhartz,50,2.42
f50dfed1-3987-420a-9111-8e291c101b73,Fay,Edlestone,22,3.43
76f710cd-94e3-402e-a9a0-0a02bbd8d3a7,Jeramey,Hainey,30,3.72
ffefa333-1cb5-439f-ad29-7d1d43fa2470,Aila,Powe,53,3.94
bd178d1c-733e-46bf-82e2-a3ffbafca5ac,Jeffry,Buske,30,2.46
e0c02701-bf6d-4a91-ade1-ebeed29a3bf7,Lou,Merrgen,51,3.27
56029506-085c-48af-b0fd-aa4225ccf6ae,Joni,Dewsbury,35,2.85
72c151f6-929e-4f61-9662-599c3d17bb73,Georgetta,Eyes,41,2.32
bd5b406e-f5b0-4910-830e-52f0ad4069d6,Edy,Fewings,21,2.26
31528bb1-9e50-4d8d-a859-ec09eebacd01,Henry,MacEvilly,22,2.65
574f6168-d67d-4a59-88f9-3c2022e565e7,Willy,Legging,19,3
90f0b734-db5c-4987-960c-f1f754731312,Wenda,Kyttor,41,2.71
6fc3e32d-f2d7-4660-9c1a-854c5e7e05b2,Fulvia,Camden,44,2.25
ea3dd4bf-4678-4732-b0a2-283ef349bab2,Francois,Siddle,57,3.47
7f3aa57c-78db-4c4a-a1e3-d3514050b081,Kellsie,Hoyes,46,2.57
9cd88adc-3e54-428c-8e4d-2abcb1226d94,Christal,Davitashvili,53,3.95
767e8626-13e4-47a3-a287-b6b100e9b5b2,Elie,De Francisci,29,3.12
be0d1e05-e8da-4351-8583-7d8648e40e71,Karie,Rawkesby,53,2.76
721d12a8-955b-49f7-9f53-8d34629450bd,Vincent,Kitley,59,2.43
4135bd24-2194-4a80-8b83-41ab85bccae8,Lorinda,Redgate,47,2.44
61bd8f5b-fd20-4897-943d-7527fd1c8ce3,Kippy,Marvin,18,2.2
48a4357b-e405-4cb2-a491-718d6fd5287a,Kenyon,Hanssmann,31,3.97
fbe43b95-3aca-4b0c-9986-fbd4533bce71,Andreas,Conant,31,3.32
c7c4d355-fa57-480e-bdf9-6231cea6531d,Lanette,Colliard,20,2.68
860c32e0-d8a1-425c-b375-16efe49ff670,Payton,Prowse,25,3.84
7b9cc373-77d9-427e-8398-4167d0c746e4,Reider,Beardsdale,47,3.91
a3531a65-0b60-42b6-9db1-4ca52b2e0d0a,Rafaellle,Aggett,54,3.1
458afb4d-9158-4997-b975-860758fc767a,Moreen,Collington,31,3.9
1eb15234-9d34-42fc-9f0a-1e579fb77a35,Sianna,Arch,42,3.93
09df74c2-d86f-49ef-afab-356db5701013,Buck,Burbridge,41,3.02
e551f08a-2651-49a4-916f-fb113dc6351f,Bren,Machans,55,3.27
dfe39610-a32f-4766-94b3-eb2d00cae659,Henrietta,Levis,19,3.9
13a0b400-ec61-4af6-b20d-f59165dffe36,Erich,Banker,36,2.31
2133063e-665c-49a5-a772-47dc3c54046d,Benoite,Wikey,30,3.39
81dfa0ba-2f71-4728-9f2e-30b017929728,Duncan,Glasspool,54,2.07
92f595ab-1e8e-4708-b752-a45d105b93b7,Demott,Kibby,47,2.16
b8eb4783-c29b-4e7b-9319-b06b9585f78a,Omero,Shippard,41,3.68
b293b51b-0cda-4420-8083-df1693d5749a,Tommie,Ream,36,2.82
f043db6f-53bf-4da0-b616-08ce714fdf10,Jocko,Rollinshaw,45,2.84
094bfe9d-5892-4fa3-8583-039a10d5704a,Daniela,Woodhall,30,2.99
097a0c57-4b8b-4166-8a04-3ede0e25a0fc,Dunc,Beggin,58,2.07
97d2f23a-c158-4d19-9e18-492b6f9491c3,Amory,Robarts,25,3.91
d4df14ab-0cde-44e8-a583-ad67b919d472,Shane,Creer,35,3.77
7e64345a-343c-4169-8184-118cc3e84dad,Josephine,Craven,48,2.64
dee1ad37-9977-442f-ba14-2b1a261ed5c0,Ellissa,Krug,46,2.75
b22064ae-3cc8-4dd5-b093-437fff255595,Lizabeth,Greville,56,2.08
740f5c3b-f3ef-425a-95e4-c449af43c175,Hilary,Bebb,28,3.95
40f0f4b2-1c2c-4c5e-a72a-0b0b89407f98,Gus,Duffus,50,2.72
e9b0d375-48fd-4fa6-ac3d-35d3b3133906,Selena,Easthope,21,3.09
614f5f0d-2fbf-4f81-bc21-90936ef057c0,Jacenta,Tuffrey,37,3.51
08a48a79-593b-470e-bb6e-c572d429df1f,Reuben,Dami,38,2.36
fec25b24-2393-4ba7-b8ec-3115d0652638,Inger,Hairon,48,3.73
a21f673e-f439-4f8a-b9f3-734346fd4487,Nari,Harness,23,3.41
dafaebf5-0ebe-479f-ab83-7a6b5e00d48f,Tate,Hacun,24,2.57
7349ccbc-b33b-4835-803e-460c19edb082,Tan,Lorey,25,3.52
dbba1c45-26f0-4b3c-906c-5a4fa7ef794e,Kippar,De Wolfe,43,3.85
e40c8891-8b47-4a8c-be63-04ff56e6fc55,Elmer,Bancroft,32,2.32
57d939ec-e0dd-4178-a944-8562e945a67b,Raymund,Leather,38,2
91904ff6-bb19-484e-bcfd-d84f59fec95b,Rahal,Skipperbottom,48,3.37
a7c7573f-4d1f-4257-9536-b34987b6c89a,Caron,Oswell,60,2.32
d090491e-1f85-424a-9c49-1c32580b30b7,Barbe,Hiscoe,48,3.44
8feadeeb-f1b0-4bd7-937f-33d692822c43,Chelsie,Schwanden,36,2.37
6191384b-cb06-4bda-a714-ea4f3a10e434,Winona,Spiniello,21,3.76
68fe810d-0bff-4a14-8b5f-69f9f78e5583,Nancee,Jentle,48,3.9
31cf9c08-7122-4f0b-a1fb-f486e87b88ac,Darbee,Huson,42,3.53
aa3e53f4-0d23-46f7-b373-985a45400679,Krystyna,Hatwell,46,3.28
d72e7489-29d6-48ac-a7e0-65bb0859fae0,Elene,Duncklee,32,2.58
9b96e876-4644-40e7-a4d0-e3bbb74d7516,Tudor,Craw,58,2.2
7a0a643b-6029-4da3-acea-9de9fc2ae519,Clemens,Mulvany,48,3.97
093744a5-1cd1-448e-8c08-b53573a43e5d,Kareem,Muselli,46,3.94
6f7864c2-78e4-4270-ba9c-9fff0a32130f,Roddie,Ingleson,37,2.73
68fb2de1-6aba-426e-b7d5-b98d6c2136b8,Charity,Anscombe,51,3.88
273d3440-aff7-4bac-a554-de3d5794439b,Julissa,Arundale,55,2.65
004a2ec0-9876-4870-8f49-cb829dd6b6e8,Magdalena,Buzza,18,2.62
bac7682f-34a8-4985-b1b7-b2f2c3d05f53,Tan,Lytell,33,2.16
44d7258f-7b5e-47b3-9105-6e0bfa741381,Trefor,Bottrell,32,3
4991a459-c866-4f73-9811-64f7272c8007,Crawford,Waistall,41,2.78
9d2627c6-c0e8-41ea-bc9d-c4a43d2fe6bd,Toby,Garci,45,2
d635668a-0c37-433d-9326-1c801f233bf2,Park,Ruzek,48,2.99
355b7b27-bcf9-4ee6-8a3c-9ad073854e75,Abbye,Bushel,30,3.48
1d70c0e0-6135-44ba-b9ae-e623553b9609,Heath,Yanukhin,34,3.08
585dfb27-e7f2-4388-a15f-94844c9647cc,Germayne,Priddie,35,3.58
af3d6045-edbf-4001-8aba-a5950251331e,Berna,Leggett,29,3.94
63e0f1d4-078a-478f-85ff-bd61ebdcdd75,Clotilda,Mein,49,3.09
71d1131f-67f9-481e-bbde-495684dfe365,Chantal,Bloss,52,2.18
5c8ea524-aa10-4e28-8f8c-74619eced674,Bibbye,Ianni,56,3.82
4f27436b-95ba-44f3-985a-748c672433a2,Claretta,Semeniuk,55,2.75
e311e8b2-6d40-4be7-a43e-724cafd0bb74,Wilburt,Eymer,51,3.49
8f49da6a-0c99-4b10-9b1e-b83ae6ed2657,Shell,Mumbeson,55,2.31
0ad67cd9-60dc-48fd-bdfb-bf6eeeb12497,Aldus,Pirolini,19,3.31
0f313ded-33b5-44bb-8cfa-5ee76e6b3572,Claudius,Crinion,60,2.65
19a74855-5b84-4769-b856-ed9700757649,Shalom,Austin,35,3.49
f5548c6e-1ac8-4e9c-8cf6-bc5ebca37834,Isidor,Beetles,43,3.12
6d56d75a-8a53-4946-9504-ceb21908b9ef,Dale,Radclyffe,29,3.03
fc27a114-44e0-4bcd-854c-32c0cdbb8b45,Nikos,Grastye,50,3.21
2f3a34e7-5dc0-42e9-86eb-1812364769d7,Federica,Abeles,57,2.22
71481a7f-52b9-4ef0-a1cd-8ff2a4750d86,Odelinda,Malarkey,47,3.3
67031a32-764a-4641-8b25-c63dbcb2c8e2,Miltie,Mantrup,27,2.36
eb455d87-d4e3-4f99-b8ba-4fb5083be41e,Mohandis,Bollom,19,3.2
e203e60e-ca8e-4c0b-abcc-2dce25bec23c,Lurette,Rugg,18,3.41
ba68b8ee-b62c-4fb9-90ec-587b5aa9509a,Ted,Kissell,21,2.26
8be228a7-5800-418d-b70f-683ac6f3070a,Lief,Behr,19,3.87
243c5507-9efc-479f-b77e-9d698b68a7cc,Maximilian,Matsell,27,3.69
a18085c9-bf8e-440e-a533-f9e6311f5c69,Delaney,Browett,56,3.5
565330b2-a80d-4e6e-9e48-b444cd3ebbb3,Katlin,Prinett,45,2.36
76a5c10f-fc9f-4b29-9e40-ec8fe4a21d17,Nathanil,McGilmartin,55,3.34
6e4a856c-ad53-42eb-b7c4-f3e28c41c385,Lanny,MacKilroe,18,3.9
9fcd91a9-ce52-4705-bce6-4afbe3c0330b,Corbett,Peace,34,2.01
12207635-73c4-439f-a061-d680569d3ecf,Ailina,Belshaw,38,3.3
172fd7c0-c1f4-4524-b0f5-b01bfc43fe1e,Marilee,Begin,58,2.39
b0d29c41-8471-4058-ae33-8dd87be44683,Bebe,Sandbach,49,2.76
d87400b3-7025-49c9-9bb9-43688eabff2f,Nelli,Newvill,43,3.33
def2276c-9365-4bee-ae8f-643099ea2935,Smitty,Trusslove,41,2.17
0bc26c04-f2ff-4043-aaeb-a987e24054ec,Kylie,Broadis,29,2.05
68d30fdb-6b22-4090-9294-49d7a2ea10f4,Mame,Yashaev,53,2.38
73b20add-5914-460c-b47a-f71924a038b4,Rodolph,Sherrott,29,3.78
5b8ecd59-b57e-4995-b2db-7562ae1e85ae,Christoforo,Leneve,54,3.32
72a703d2-7109-4717-b825-febca9f47ca9,Evania,Girogetti,22,2.71
b6b81f54-6657-4d3e-bb9d-c2db30fa8bae,Andria,Heijnen,54,2.77
e482fcbb-08cb-41b7-983f-0d7f3e6d3490,Lilah,Cough,56,2.83
01045cb6-6051-463c-8c5a-8ac458c77b29,Michel,Grigorushkin,31,2.76
308e7535-e490-427a-9b15-80cb257fef87,Douglass,Boadby,57,3.35
be63cdf3-90f9-423c-9862-313ca739f6ad,Orv,Duckerin,26,3.71
194fb108-aed4-48bd-b627-f355bc59e0d7,Chance,O'Hollegan,41,2.93
1a6c6dfd-4527-49a2-98fd-0b460a1a655d,Nora,Chirm,25,2.96
117188af-a47f-40bf-81c1-126b95dd28fd,Karl,Kmicicki,22,2.63
a603eec7-4910-49af-8126-ea2457caf57e,Haslett,Gronowe,20,3.91
dd86c150-987c-4bd8-8360-ab696d928946,Lottie,Screech,45,2.3
7213e1d1-1d5b-4a72-8320-d6f909c56299,Kayla,Keddie,21,2.98
ebe10584-993c-43a9-bc29-87505d7637a8,Millicent,Mellanby,25,3.74
33cb50b1-4dbf-442d-be68-f3be0a0d9b1f,Gonzales,Skipperbottom,40,2.71
80038185-dc59-4f9b-9ac9-811920730a99,Phylis,Matelaitis,60,2.13
82ec3d6e-b462-40c9-bc15-76e89bd8dbcb,Wakefield,Hancill,43,3.27
dc7e522b-8e26-48cc-bf2b-865752ad72be,Abbey,Huxtable,35,2.04
7377d1e0-b76e-49e5-8769-dedc5c00959f,Caprice,Sidworth,44,2.66
285505b6-e1d7-47f1-8539-deff89865995,Neddie,Tight,42,3.59
83b69fde-e67f-4fe4-a29f-97f0713c8167,Valida,Goodanew,34,3.47
fcdd4297-15ae-42f9-a300-8bd7b50a02c1,Montague,Burkett,23,3.76
f5217e45-87c2-4ac8-b5e8-40dc2d1a56d5,Brita,Stringfellow,54,3.39
dcb5a36b-85cc-47b9-b3c2-10a5216b81fb,Shalom,MacCaughey,24,2.34
21b9118b-cd42-44ec-9fbf-351993588a5e,Angelo,Tamsett,44,2.4
83fc4046-839c-4359-84a3-bdcd85f7f6a3,Teena,Ginnaly,19,2.66
ac38b635-ca84-4e33-b054-362b760ff44e,Micky,Brech,38,2.66
cbb26903-35b5-4d14-a58b-feb487e7e18c,Vilma,Ruselin,60,2
62eb6508-7f4c-45c0-b99e-7cc668827f7f,Stefanie,Crosher,31,2.56
0c4245ae-9fe4-46ab-a89a-6a8d72ccae25,Sallee,Alonso,26,3.64
07869c2c-4e09-4bd3-86df-69937fd607af,Tanner,Morshead,41,3.34
583f36e1-7f11-43be-8add-881bb92c865d,Matty,Cuniffe,38,3.52
08b2bfbf-1d9d-44fe-9c67-879e5265f8ca,Darrelle,Eadie,25,2.59
a912f5db-d09b-4e6e-a3f7-5a0db1b401e3,Anthea,Stearn,49,3.62
0201b47c-522c-4451-8fce-38b1bcbac7a9,Franklyn,Piechnik,44,2.41
